0.003326	0.224944
0.004993	0.224944
0.006659	0.224944
0.008326	0.224944
0.009993	0.224944
0.011659	0.224944
0.013326	0.224944
0.014993	0.224944
0.016659	0.224944
0.018326	0.224944
0.019993	0.224944
0.021659	0.224944
0.023326	0.224944
0.024993	0.224944
0.026659	0.224944
0.028326	0.224944
0.029993	0.224944
0.031659	0.224944
0.033326	0.224944
0.034993	0.224944
0.036659	0.224944
0.038326	0.224944
0.039993	0.224944
0.041659	0.224944
0.043326	0.224944
0.044993	0.224944
0.046659	0.224944
0.048326	0.224944
0.049993	0.224944
0.051659	0.224944
0.053326	0.224944
0.054993	0.224944
0.056659	0.224944
0.058326	0.224944
0.059993	0.224944
0.061659	0.224944
0.063326	0.226993
0.064993	0.227060
0.066659	0.225010
0.068326	0.232975
0.069993	0.239383
0.071659	0.255611
0.073326	0.259001
0.074993	0.259313
0.076659	0.249541
0.078326	0.245549
0.079993	0.241201
0.081659	0.230961
0.083326	0.216621
0.084993	0.217617
0.086659	0.223605
0.088326	0.231427
0.089993	0.227256
0.091659	0.224180
0.093326	0.222380
0.094993	0.223270
0.096659	0.227495
0.098326	0.229061
0.099993	0.229085
0.101659	0.222140
0.103326	0.216824
0.104993	0.213302
0.106659	0.212388
0.108326	0.212294
0.109993	0.214842
0.111659	0.222161
0.113326	0.229988
0.114993	0.234643
0.116659	0.228860
0.118326	0.219533
0.119993	0.216412
0.121659	0.217953
0.123326	0.216493
0.124993	0.213690
0.126659	0.209760
0.128326	0.207632
0.129993	0.205268
0.131659	0.213526
0.133326	0.220794
0.134993	0.223520
0.136659	0.223254
0.138326	0.228971
0.139993	0.233267
0.141659	0.229617
0.143326	0.220802
0.144993	0.213353
0.146659	0.215753
0.148326	0.225525
0.149993	0.232796
0.151659	0.231152
0.153326	0.227575
0.154993	0.223103
0.156659	0.221301
0.158326	0.216116
0.159993	0.215799
0.161659	0.217296
0.163326	0.226662
0.164993	0.232644
0.166659	0.230184
0.168326	0.220059
0.169993	0.211803
0.171659	0.212494
0.173326	0.219321
0.174993	0.234242
0.176659	0.238572
0.178326	0.237653
0.179993	0.230971
0.181659	0.229600
0.183326	0.226848
0.184993	0.218524
0.186659	0.213410
0.188326	0.211406
0.189993	0.215372
0.191659	0.212704
0.193326	0.212494
0.194993	0.214649
0.196659	0.218889
0.198326	0.218549
0.199993	0.218903
0.201659	0.220661
0.203326	0.224318
0.204993	0.217759
0.206659	0.209199
0.208326	0.202786
0.209993	0.201360
0.211659	0.205458
0.213326	0.211299
0.214993	0.219505
0.216659	0.229355
0.218326	0.231466
0.219993	0.228971
0.221659	0.228225
0.223326	0.233503
0.224993	0.232424
0.226659	0.222845
0.228326	0.215415
0.229993	0.216592
0.231659	0.222026
0.233326	0.223366
0.234993	0.225637
0.236659	0.226211
0.238326	0.224974
0.239993	0.220535
0.241659	0.220384
0.243326	0.222297
0.244993	0.224609
0.246659	0.224322
0.248326	0.222920
0.249993	0.224558
0.251659	0.223915
0.253326	0.220220
0.254993	0.219136
0.256659	0.218182
0.258326	0.220294
0.259993	0.226692
0.261659	0.235078
0.263326	0.240852
0.264993	0.242479
0.266659	0.242746
0.268326	0.242391
0.269993	0.231333
0.271659	0.224223
0.273326	0.219057
0.274993	0.222109
0.276659	0.226259
0.278326	0.228620
0.279993	0.226508
0.281659	0.221520
0.283326	0.221125
0.284993	0.224044
0.286659	0.224720
0.288326	0.221549
0.289993	0.215216
0.291659	0.214225
0.293326	0.215559
0.294993	0.217872
0.296659	0.217634
0.298326	0.216542
0.299993	0.219902
0.301659	0.223376
0.303326	0.222774
0.304993	0.218028
0.306659	0.210915
0.308326	0.211303
0.309993	0.212542
